userid,authorid,value
abby-wangg,emaronnn,1
abby-wangg,jenniferrshaffer,1
abby-wangg,taylorhorowitz,1
abby-wangg,lennyyyyyyyyyyyyyy,1
abby-wangg,katelynhealey,1
abby-wangg,luccantinn,1
abby-wangg,chloechapman1,1
abby-wangg,miialubert,2
abby-wangg,gravidbowie,1
abby-wangg,nicoleofiesh,1
abby-wangg,livieloo12,1
abby-wangg,ellaperini,1
abby-wangg,fleetingfoxes,1
abby-wangg,clairecoyote,1
abby-wangg,nevaeh-berenato,1
abby-wangg,alexxhauserr,1
abby-wangg,dobulas,1
abby-wangg,emreadinger,1
abby-wangg,taylorshriber,1
abby-wangg,vikachishi,1
abby-wangg,sla-vik,1
abby-wangg,paigeoliverrr,1
abby-wangg,magdinks,1
abby-wangg,skfinan,1
abby-wangg,taliasaada,1
abby-wangg,mollymore-,1
abby-wangg,mollyraye,1
abby-wangg,rachellekht,1
abby-wangg,tehanitravis,1
abby-wangg,burergun,1
abby-wangg,amberaurelio,1
abby-wangg,jonathanmartin,1
abby-wangg,talexic,1
abby-wangg,ericagon,1
abby-wangg,belliooo,1
abby-wangg,rltrainer,1
abby-wangg,rach-hughesss,2
abby-wangg,nayapatel,1
abby-wangg,sophiiatran,2
abby-wangg,andreagallantt,1
abby-wangg,angelicapetrop,1
abby-wangg,jennadarling1,1
abby-wangg,alexa-melo,1
abby-wangg,kyleighphelan,1
abby-wangg,gamzeugur05,2
abby-wangg,macandcheese12345,1
abby-wangg,corabellisssimo,1
abby-wangg,pearlsanddiamonds,2
abby-wangg,sydneyfairchild,1
abby-wangg,sunshinelifee,10
abby-wangg,kerriastrella,1
abby-wangg,harleyperduee,1
abby-wangg,meganfogarty,1
abby-wangg,karlibietz,1
abby-wangg,graycebrooks,1
abby-wangg,nrw258,1
abby-wangg,alexandranash,1
abby-wangg,nipknot,1
abby-wangg,russellwhite,1
abby-wangg,gigi-ciallella,1
abby-wangg,vibeznshit,1
abby-wangg,juhnaeee,1
abby-wangg,ravinsinee,1
abby-wangg,everythingweneversaid,1
abby-wangg,commonxsense,2
abby-wangg,gracepothier,1
abby-wangg,celestialmindset,1
abby-wangg,gemenihugs,2
abby-wangg,rosie-champagne,1
abby-wangg,pinterestgirlies,1
abby-wangg,taylormalloy,1
abby-wangg,hannahb2n2na,1
abby-wangg,hippieskye,1
abby-wangg,favoritesfeed,1
abby-wangg,wrlshawty,1
abby-wangg,ggoldfishhh,1
abby-wangg,lowkeygirlsvsco,1
abby-wangg,dreamyavenue,1
abby-wangg,teenfunfacts,1
abby-wangg,keonbuckley,1
abby-wangg,collection-of-quotes,2
abby-wangg,brynleemoyer,1
abby-wangg,kaylaahilton,1
abby-wangg,relatablecouples,1
abby-wangg,zoeconaway,1
abby-wangg,lifeasateenn,1
abby-wangg,alexazic,1
abby-wangg,funfreshflirty,1
abby-wangg,gingercrist,1
abby-wangg,sadiekeech,1
abby-wangg,ellieblumsteinn,1
abby-wangg,2brokebitches,1
abby-wangg,cupidsangels,1
abby-wangg,laurendubie,1
abby-wangg,tarynraeraerae,1
abby-wangg,sunshine-n-summer,1
abby-wangg,trinitynguyen,1
abby-wangg,lucas-from-711,1
abby-wangg,girls-relate,1
abby-wangg,kategiffen,2
abby-wangg,mydeeplythoughts,4
abby-wangg,thatsomevscoshit,2
abby-wangg,madisonrieland,1
abby-wangg,rachelrettinger,1
abby-wangg,sashamacgregor,1
abby-wangg,haileyclose,1
abby-wangg,thisonesfortheboyys,1
abby-wangg,emmaprdy,1
abby-wangg,alliesisco,1
abby-wangg,kendrajyoung,1
abby-wangg,crush-quotess,3
abby-wangg,vsco-quotess1,1
abby-wangg,halodust,1
abby-wangg,mayamousseau,1
abby-wangg,bebeliman,1
abby-wangg,jenawilliamss,1
abby-wangg,oliviawallll,1
abby-wangg,girlfeed,1
abby-wangg,moodyhoe,1
abby-wangg,couplesthat,1
abbyandersenn,megannlindsay,28
abbyandersenn,darienmoore,11
abbyandersenn,danielleclerc,10
abbyandersenn,heathermatthews,2
abbyandersenn,harry-kerr,5
abbyandersenn,breetthompson,3
abbyandersenn,hannahneronn,1
abbyandersenn,mark-cassidy,4
abbyandersenn,gracemcguiire,2
abbyandersenn,jillregier,1
abbyandersenn,kennedybryan,2
abbyandersenn,kaaylagrace,15
abbyandersenn,thomolivia,4
abbyandersenn,kaylawice,1
abbyandersenn,mikaylahansonn,9
abbyandersenn,coleamos,1
abbyandersenn,thepartylife,1
abbyandersenn,chloeehartt,2
abbyandersenn,billyfaragher,1
abbyandersenn,hannahhfinlayson,7
abbyandersenn,camamos,1
abbyandersenn,abbeyfayad-,1
abbyandersenn,samhallsy,1
abbyandersenn,jakeamos1,6
abbyandersenn,casswice,3
abbyandersenn,erichackel18,3
abbyandersenn,beststuffonvsco,1
abbyandersenn,robnaus,1
abbyandersenn,askes46,2
abbyandersenn,aidenmur,1
abbyandersenn,connorwebb1,1
abbyandersenn,jocepear,2
abbyandersenn,kenzzvanhooy,2
abbyandersenn,eric-smith-10,2
abbyandersenn,laurencoleiro-,3
abbyandersenn,literallynoonecares,1
abbyandersenn,brookefinlayson,5
abbyandersenn,emmaburnettt,1
abbyandersenn,nathanpym,1
abbyandersenn,emvantyghem,1
abbyandersenn,evanwest,1
abbyandersenn,aspoon15,1
abbyandersenn,allisondobinson,1
abbyandersenn,sidneyarts,1
abbyandersenn,jakew17,1
abbyandersenn,tylercoleiro,1
abbyandersenn,republish-,1
abbyandersenn,owensimon,1
abbyandersenn,kourtk,1
abbyandersenn,vancocox,1
abbyandersenn,megangreb,3
abbyandersenn,karameadows,1
abbyandersenn,clairemanders,2
abbyandersenn,madisonfisher23,1
abbyandersenn,maddiefewster,1
abbyandersenn,sammytindall,1
abbyandersenn,madsamaral,1
abbyburchh,thriftz,4
abbyburchh,nataliebacallao,4
abbyburchh,d1v1nefem1n1ne,1
abbyburchh,maddiemaloo,1
abbyburchh,juliannabailer,13
abbyburchh,a-thepineapple,1
abbyburchh,patsycaputo-,1
abbyburchh,novmbrr,2
abbyburchh,peytoncoronn,1
abbyburchh,herloveislikeadrug,1
abbyburchh,everyones19,1
abbyburchh,liney,1
abbyburchh,pauleonx,1
abbyburchh,girlsrepublish,1
abbyburchh,chloeantayaa,1
abbyburchh,ellafox13,1
abbyburchh,republishlmao,7
abbyburchh,reannaraeruark,1
abbyburchh,sammyluscher,1
abbyburchh,daniellesantora,1
abbyburchh,laaauurraaaaaaaa,1
abbyburchh,literallynoonecares,7
abbyburchh,mydeeplythoughts,6
abbyburchh,annieleightonn,1
abbyburchh,meganmcgrath0,1
abbyburchh,kikifink,1
abbyburchh,itsjaeda,1
abbyburchh,katiebloodworth,1
abbyburchh,ethereal-butterflies,1
abbyburchh,letsgosomewheree,1
abbyburchh,c0uples,3
abbyburchh,laurentowers,1
abbyburchh,hannahmichaels,1
abbyburchh,rrelatableteen,3
abbyburchh,alliescaggs,2
abbyburchh,mixedemotionsx,1
abbyburchh,beststuffonvsco,3
abbyburchh,vscoforteens,11
abbyburchh,yolovscoo,7
abbyburchh,lifetbhhh,2
abbyburchh,lovelyandunpleasant,4
abbyburchh,sweetseasons,1
abbyburchh,kmt218,1
abbyburchh,just-for-girls,2
abbyburchh,annamarusich,1
abbyburchh,ellie-sweett,1
abbyburchh,carolineandersenn,1
abbyburchh,blissmoods,3
abbyburchh,mialaube,1
abbyburchh,devilinchanel,1
abbyburchh,teensrepublish,2
abbyburchh,quotesn,4
abbyburchh,-delaneyy,1
abbyburchh,republishposts,1
abbyburchh,kaitlynsmykowski,1
abbyburchh,isyogurlx,1
abbyburchh,teenxvibes,1
abbyburchh,gucci-teen,1
abbyburchh,jamiedavison24,1
abbyburchh,lifeasateenn,4
abbyburchh,maggsmurray,1
abbyburchh,kaelynyarbrough,1
abbyburchh,ughhhboys,2
abbyburchh,inspo4vsco,1
abbyburchh,unapologeticallyyours,1
abbyburchh,heartbreaks-,2
abbyburchh,katiemulligan8,1
abbyburchh,madelynhackett,1
abbyburchh,quotesforthesoul,3
abbyburchh,ainsleyczar,1
abbyburchh,female-moods,1
abbyburchh,madymaaland,1
abbyburchh,bentesav,1
abbyburchh,m3ganmalon3y,1
abbyburchh,dijellza,1
abbyburchh,quotes4girls,2
abbyburchh,haleybellack,1
abbyburchh,kaylava18,1
abbyburchh,bishdontkillmyvibe,1
abbyburchh,relationshipgoalz,1
abbyburchh,vscobhaddies,1
abbyburchh,9miramb,1
abbyburchh,megangearhart5,1
abbyburchh,relatablextweets,2
abbyburchh,sammykphotos,1
abbyburchh,cami-lee12,1
abbyburchh,averyysteele,1
abbyburchh,vscoimages-,2
abbyburchh,funfreshflirty,1
abbyburchh,kateconradd,1
abbyburchh,lexibbbbbb,1
abbyburchh,hannlew,1
abbyburchh,bestvscovibes,1
abbyburchh,everythinggood,2
abbyburchh,thedailyquote,2
abbyburchh,destinychristopherson,1
abbyburchh,pejaliles,1
abbyburchh,samcomonitski,1
abbyburchh,alexrichkum,1
abbyburchh,mereruck,1
abbyburchh,lilweaves,1
abbyburchh,favorited,4
abbyburchh,bratsonly,1
abbyburchh,happycouples,1
abbyburchh,kaitsnyder34,1
abbyburchh,madisonsanfilippo,1
abbyburchh,relate-me,5
abbyburchh,kaylinstanleyy,1
abbyburchh,justmemethings,1
abbyburchh,teenthings,1
abbyburchh,samanthaanicole-,1
abbyburchh,jennayaremchukk,1
abbyburchh,relateablequotess,1
abbyburchh,teens-relate--,1
abbyburchh,netflixquoted,1
abbyburchh,marissarose20,1
abbyburchh,livpalma1130,1
abbyburchh,quotez-on-vsco,3
abbyburchh,mentalhealthh,2
abbyburchh,teen-life-relates,2
abbyburchh,jennaafarinellaa,1
abbyburchh,boujeevibes,3
abbyburchh,katiestanden,1
abbyburchh,katiienoelle,1
abbyburchh,chloeleylanni,1
abbyburchh,republishhh-,4
abbyburchh,sophietripler,3
abbyburchh,taurus222,1
abbyburchh,prettyperfectthings,1
abbyburchh,favoritesfeed,4
abbyburchh,gabbymascioli,1
abbyburchh,emmarowlanddd,2
abbyburchh,thriftythings,1
abbyburchh,relate-mood,5
abbyburchh,teenfunfacts,8
abbyburchh,amandaflaxman,1
abbyburchh,melissa-hil,1
abbyburchh,sweetlifeee,1
abbyburchh,kelseybohl,1
abbyburchh,quinnryckman,1
abbyburchh,sarxczi,1
abbyburchh,relatablepicz,1
abbyburchh,haleycharbonneau,1
abbyburchh,emmadaiutolo,1
abbyburchh,alyssaengland,1
abbyburchh,relatablecouples,1
abbyburchh,relatable-vsco,3
abbyburchh,vscogalsss,2
abbyburchh,erinekillion,1
abbyburchh,quotesanonymous,1
abbyburchh,b4tchesbegone,1
abbyburchh,kyliepereiraaaa,1
abbyburchh,alessiamb,1
abbyburchh,feedourminds,1
abbyburchh,moodyhoe,1
abbyburchh,emmabuthorn,1
abbyburchh,theboyfriendmaterial,1
abbyburchh,meganwroblewski,1
abbyburchh,teqryouapart,1
abbyburchh,emmasoupiset-,1
abbyburchh,bella-mazza,1
abbyburchh,followusifyoubadasf,1
abbyburchh,kiirstenajohnson,1
abbyburchh,phoenixschoenn,1
abbyburchh,lilyewingg,2
abbyburchh,beckyyyyb,1
abbyburchh,kellyydaviss,1
abbyburchh,meganhoban,1
abbyburchh,exbestfriend,3
abbyburchh,boysnshit,2
abbyburchh,eleanorwolf,1
abbyburchh,bridgetmccarthyyyy,1
abbyburchh,emilyyholidayy,1
abbyburchh,karinashea,1
abbyburchh,chloeedown,1
abbyburchh,relatablemoodsxo,1
abbyburchh,genevievegattone,1
abbyburchh,abbyaudin,1
abbyburchh,relatableez,2
abbyburchh,moodymonday,1
abbyburchh,urameme,2
abbyburchh,macybenincosa,1
abbyburchh,bbooker00,4
abbyburchh,pyperwaldroff,1
abbyburchh,gdamone,1
abbyburchh,dwells98,1
abbyburchh,badbitchvibe,1
abbyburchh,sadialeyh,1
abbyburchh,thatsomevscoshit,3
abbyburchh,relatemotions,1
abbyburchh,bellasoliss,1
abbyburchh,differentvibe,1
abbyburchh,emilytichenor,1
abbyburchh,livvy-p,1
abbyburchh,itshaileymegan,1
abbyburchh,quotesforlostlove,1
abbyburchh,sophiamsimpson,1
abbyburchh,phoebedayyy,1
abbyburchh,jordannstevenss,1
abbyburchh,sannupson,1
abbyburchh,ellafratamico,1
abbyburchh,repubvibez,1
abbyburchh,janaeexo,1
abbyburchh,lexiasbury,1
abbyburchh,relatablequotes-xx,1
abbyburchh,annarmaisel,1
abbyburchh,ashleyrants,1
abbyburchh,fgrady,1
abbyburchh,annacrater,1
abbyburchh,jillianglaviano,1
abbyburchh,iyanudosunmu,1
abbyburchh,why-is-this-so-true,1
abbyburchh,fuckingmood,1
abbyburchh,lucianabenf,1
abbyburchh,anaabalo3,1
abbyburchh,westcoastlocals,1
abbyburchh,haydenpowerss,1
abbyburchh,elizabethgoodrich,1
abbyburchh,nnorabare,1
abbyburchh,kileylemisch,1
abbyburchh,veronicasqueglia,1
abbyburchh,hazelconway,1
abbyburchh,goals-repub,2
abbyburchh,visuallypleasing,1
abbyburchh,gracemci,1
abbyburchh,zoemacisaac,1
abbyburchh,mikaylalizun,1
abbyburchh,lilytubbs,1
abbyburchh,boyysss,1
abbyburchh,courtneyytolbertt,1
abbyburchh,vscoquotessxx,1
abbyburchh,taylornjones,1
abbyburchh,shadyfrancois,1
abbyburchh,leahchayes,1
abbyburchh,everymood,1
abbyburchh,leahfradin,1
abbyburchh,maurachaney,1
abbyburchh,alayna-gracee,1
abbyburchh,1r256shajwjghjhsdwrfmejje123,1
abbyburchh,parkerfrank,1
abbyburchh,vscosvibe,1
abbyburchh,lilahlorraine,1
abbyburchh,sophiesheehan775,1
abbyburchh,girlfeed,1
abbyburchh,basicbvsco,1
abbyburchh,hannahwhitt5,1
abbyburchh,tay48tay,1
abbyburchh,moods-quotes-memes,3
abbyburchh,republish-,2
abbyburchh,kaitlynmaclean,1
abbyburchh,savannahbwright,1
abbyburchh,dailyquotes4vsco,2
abbyburchh,jakewilliamss,1
abbyburchh,erincollar,1
abbyburchh,lindseymrobertss,1
abbyburchh,helloitstay,1
abbyburchh,freakingluv,2
abbyburchh,jgrayvibes,2
abbyburchh,coutureculttt,1
abbyburchh,alliedenison-,1
abbyburchh,clioroker,1
abbyburchh,isaalemayehuu,1
abbyburchh,rileyflynnn,1
abbyburchh,commonxsense,1
abbyburchh,meganwhortonn,1
abbyburchh,madluvv,1
abbyburchh,ssuttless,1
abbyburchh,whc-26,1
abbyburchh,erinmariemcgovern,1
abbyburchh,emmaalandryy,1
abbyburchh,devonpincus,1
abbyburchh,aylaperryyy,1
abbyburchh,thisonesfortheboyys,1
abbyburchh,saddboiihours,2
abbyburchh,crackbarbie,1
abbyburchh,teaghanhaysom,1
abbyburchh,narc0baby,1
abbyburchh,camerynpopiel,1
abbyburchh,thatz-a-mood,1
abbyburchh,shattereddreams,1
abbyburchh,friendsvibes,1
abbyburchh,feed-your-mind,1
abbyburchh,anna-smithhh,1
abbyburchh,maggiiebrowne,2
abbyburchh,sweeterprince22,1
abbyburchh,vintagedecades,1
abbyburchh,joshuasupit,1
abbyburchh,sarahmcleann,1
abbyburchh,happythreads,8
abbyburchh,abbythorntonn,1
abbyburchh,chaseseaam,1
abbyburchh,sunshinelifee,1
abbyburchh,luluattia,1
abbyburchh,paytonreid14,1
abbyburchh,makennalerae,1
abbyburchh,some--quotes,1
abbyburchh,beautyvsco--,1
abbyburchh,courtcaron,1
abbyburchh,deepshitttt,1
abbyburchh,happy-jesus-girls,1
abbyburchh,fionamcdaid,1
abbyburchh,kaylas-blog,1
abbyburchh,jul-anna,1
abbyburchh,paigelorenze,1
abbyburchh,avasamango,1
abbyburchh,presleypaintner,1
abbyburchh,realvscofeelings,2
abbyburchh,megpeach,1
abbyburchh,julieewalkerr,2
abbyburchh,katannah,1
abbyburchh,charlesjmello,1
abbyburchh,ellabernheart,1
abbyburchh,nazaningabriella,1
abbyburchh,margotracy,1
abbyburchh,kearystouch,1
abbyburchh,lexxus,1
abbyburchh,sarahhixx,1
abbyburchh,breannaspaw,1
abbyburchh,htchtchtchtchtchtchtc,1
abbyburchh,makyaphillips,1
abbyburchh,keennzzieeee,1
abbyburchh,relatequotes,1
abbyburchh,humansoflatecapitalism,1
abbyburchh,-popular,1
abbyburchh,annamcomstock,1
abbyburchh,kid-newt,1
abbyburchh,archiv3vault,1
abbyburchh,ootdvsco,1
abbyburchh,theperfectboyfriend,1
abbyburchh,republishrepublish,1
abbyburchh,fakesmilez,1
abbyburchh,iso-anderson,1
abbyburchh,carolinearent,1
abbyburchh,emmasnelling,1
abbyburchh,carolinenessel,1
abbyfeely,kaileyschein,2
abbyfeely,bluntnlove,1
abbyfeely,tatumbroemmer,33
abbyfeely,oldmoneywhores,1
abbyfeely,oliviafeely,4
abbyfeely,wyattkelly,9
abbyfeely,carolinennielsen,1
abbyfeely,girlyvscothingss,2
abbyfeely,haydensmith-22,1
abbyfeely,herloveislikeadrug,1
abbyfeely,-britt2,1
abbyfeely,sawyerdeyoung,1
abbyfeely,daisymidthun,8
abbyfeely,thriftz,2
abbyfeely,lexi-feely,5
abbyfeely,enoughofit,1
abbyfeely,bbela-grace,20
abbyfeely,w-e-l-l-n-e-s-s,2
abbyfeely,kellymoore5,8
abbyfeely,faithpikulaa,1
abbyfeely,relate-mood,23
abbyfeely,everythinggood,3
abbyfeely,ramzeemiller,18
abbyfeely,mayceejo,18
abbyfeely,fallinginlovewithlife,13
abbyfeely,unforgettablevibes,1
abbyfeely,favoritesfeed,6
abbyfeely,camerynjonesss,10
abbyfeely,60s-peace,1
abbyfeely,hannaolivia-,8
abbyfeely,good4youu,1
abbyfeely,bukurie,3
abbyfeely,loveyourselves,4
abbyfeely,moodquotes,1
abbyfeely,kingajasiorski,1
abbyfeely,boujeevibes,1
abbyfeely,brittanytoleck,1
abbyfeely,dreamxcloset,1
abbyfeely,harleyovermyer19,1
abbyfeely,juhnaeee,1
abbyfeely,alyssaprima,1
abbyfeely,everymood,2
abbyfeely,meltedpeachrings,1
abbyfeely,brooklynndupuy,4
abbyfeely,lexiraesadler,39
abbyfeely,irelynnanderson,1
abbyfeely,emmanicoleee1,1
abbyfeely,lindsayybockk,3
abbyfeely,ellianna-jaeee,6
abbyfeely,bluesssalt,6
abbyfeely,ameliadmoran,1
abbyfeely,alliepoolee,2
abbyfeely,dreamwardrobe,1
abbyfeely,quotes756,1
abbyfeely,dijellza,1
abbyfeely,wrlshawty,1
abbyfeely,mentalhealthh,1
abbyfeely,meghan-mccaffrey,12
abbyfeely,romontagna,1
abbyfeely,tanorgehrke,1
abbyfeely,carsynjoness,2
abbyfeely,navie-w,1
abbyfeely,avarudd,1
abbyfeely,gabriellembesse,1
abbyfeely,xoxo-vscoo,1
abbyfeely,iloveu2222,1
abbyfeely,idacceline,1
abbyfeely,eminegirisn,1
abbyfeely,teenfunfacts,1
abbyfeely,sunshinelifee,9
abbyfeely,melodykronwald,1
abbyfeely,vscois4thegirlz,5
abbyfeely,mlaurenbryant,1
abbyfeely,pixievibez,1
abbyfeely,lexi-pinelli,1
abbyfeely,kaurihunsakerr,1
abbyfeely,somewhereinnorthernitaly,1
abbyfeely,isabellepico,2
abbyfeely,middleofthesky,1
abbyfeely,kiraamac,4
abbyfeely,annaamar-,1
abbyfeely,nataliejoybaldwin,1
abbyfeely,chanteltitarniuk,1
abbyfeely,csalvy,1
abbyfeely,aubreymelkowski,1
abbyfeely,mckayleewillis,1
abbyfeely,itshaydenbooth,1
abbyfeely,thisonesfortheboyys,1
abbyfeely,madigulbranson,1
abbyfeely,rileymelkowski,1
abbyfeely,ethereal-butterflies,2
abbyfeely,happyvibes-,1
abbyfeely,hannahmaesmithh,1
abbyfeely,claudiabetz,1
abbyfeely,kallynchynoweth,1
abbyfeely,dontknowhoiamanymore,1
abbyfeely,dopegram,1
abbyfeely,its-amood,1
abbyfeely,filmtastic,1
abbyfeely,dreamyavenue,1
abbyfeely,madiaearl,1
abbyfeely,jslfang,1
abbyfeely,marianneaguero,1
abbyfeely,juliabowers,1
abbyfeely,siennaoglesby,7
abbyfeely,averyschude,3
abbyfeely,loveyourexistence,1
abbyfeely,regenmiller,1
abbyfeely,dailychristianity,1
abbyfeely,holidaysznn,1
abbyfeely,aashleysnyder,2
abbyfeely,inluvwithlife,1
abbyfeely,kyliedickinson02,2
abbyfeely,to-live-by,1
abbyfeely,sweet-and-salty-vibes,2
abbyfeely,5on14-,4
abbyfeely,iminlovewithyoux,1
abbyfeely,ofthespring,1
abbyfeely,happythreads,3
abbyfeely,diorstyle,1
abbyfeely,22divine2,1
abbyfeely,vscoimages-,2
abbyfeely,samsinon,1
abbyfeely,skylarjayfoster,1
abbyfeely,brattyaddie,1
abbyfeely,sayaduplassie,1
abbyfeely,gracekjohnson,2
abbyfeely,madisonj2,1
abbyfeely,livmccoll,1
abbyfeely,rainbowparadise-,1
abbyfeely,prettyperfectthings,1
abbyfeely,happinessinpixels,4
abbyfeely,tropicalvscovibes,1
abbyfeely,4vscoo,1
abbyfeely,lukephelps,1
abbyfeely,sun-shine-mood,1
abbyfeely,quotes-4vsco,1
abbyfeely,taylorholt18,1
abbyfeely,republishlmao,1
abbyfeely,flanneryyyy,1
abbyfeely,inspo4vsco,1
abbyfeely,living-happily,1
abbyfeely,realvscofeelings,2
abbyfeely,vscorelatee,1
abbyfeely,exploreearth,2
abbyfeely,angelacordovaa,1
abbyfeely,zoebeaver,1
abbyfeely,milanadambra,1
abbyfeely,catherinedankens,1
abbyfeely,quotesn,1
abbyfeely,thedailyquote,1
abbyfeely,stormiegoldsmith,1
abbyfeely,ericgramer,1
abbyfeely,kileyfree,1
abbyfeely,jessmalleryy,1
abbyfeely,pinterestgirlies,3
abbyfeely,republishthissss,1
abbyfeely,caileecombs,1
abbyfeely,globetrotterr,6
abbyfeely,p-r-e-t-t-y-t-h-i-n-g-s,1
abbyfeely,bethrose746382,1
abbyfeely,jaidyn-elizabeth,1
abbyfeely,vscoforteens,1
abbyfeely,ashlyncothrun,3
abbyfeely,commonxsense,1
abbyfeely,girlzlife,1
abbyfeely,cosmicarchive,1
abbyfeely,cestladanse,1
abbyfeely,teenthings,2
abbyfeely,relatable-vibess,1
abbyfeely,angelieprima,1
abbyfeely,kaileejenness,1
abbyfeely,annawiksten,1
abbyfeely,archiv3vault,1
abbyfeely,ecstaticstyles,1
abbyfeely,taybaelynn,1
abbyfeely,everyones19,4
abbyfeely,leilaglowka,1
abbyfeely,girlieshitt,1
abbyfeely,marlafay,1
abbyfeely,lov3yourbeing,1
abbyfeely,blissmoods,1
abbyfeely,thepartylife,1
abbyfeely,summerrvibes,1
abbyfeely,annamcaputo,1
abbyfeely,theobxcast,1
abbyfeely,taylorjoy27,3
abbyfeely,666trstnn,1
abbyfeely,brinleythompson,1
abbyfeely,naomireneehege,1
abbyfeely,thegood-life,1
abbyfeely,alejandrosario,1
abbyfeely,hotgirlssummer,1
abbyfeely,parisoleksyn,1
abbyfeely,diverseaesthetic,1
abbyfeely,presleyylanee,1
abbyfeely,shoewrld,1
abbyfeely,micheleneee,3
abbyfeely,gabesadler,1
abbyfeely,naturelover1717,4
abbyfeely,sarahharris7,1
abbyfeely,perfecttcoupless,1
abbyfeely,republishlmaoo,1
abbyfeely,abrianabaysinger,1
abbyfeely,addisonsierra,1
abbyfeely,whatifwefellinlove,1
abbyfeely,reagg777,1
abbyfeely,western-mood,2
abbyfeely,brookemiraglia,1
abbyfeely,regannnward,1
abbyfeely,emmaliberta,1
abbyfeely,kaylasavageee,1
abbyfeely,clairatopham,1
abbyfeely,parlysue,1
abbyfeely,marissaayerss,2
abbyfeely,balletbeam,1
abbyfeely,twentysmt,1
abbyfeely,sydkmartin,1
abbyfeely,jackiee129,1
abbyfeely,ninasb,1
abbyfeely,lagatitadeojosazules,1
abbygstorey,dariasandor,2
abbygstorey,varanainsanalli,16
abbygstorey,stephaniemuresan,4
abbygstorey,kkatiedonnelly,3
abbygstorey,jordan-kerr,1
abbygstorey,ava22shaw,4
abbygstorey,xenia-ka,3
abbygstorey,ja-zzzz,1
abbygstorey,teenfact,3
abbygstorey,prettyperfectthings,8
abbygstorey,happythreads,13
abbygstorey,thriftz,4
abbygstorey,stavroulaaa,1
abbygstorey,teengirlmoods,1
abbygstorey,midnightmedicine,1
abbygstorey,wildnwild,1
abbygstorey,jack2frosty,1
abbygstorey,cassspinelli,21
abbygstorey,uknowthevibess,2
abbygstorey,allovsin,4
abbygstorey,heatherpayne,1
abbygstorey,lindsayleonardd,1
abbygstorey,bekahxx,1
abbygstorey,annikakoren,1
abbygstorey,cartierrug,1
abbygstorey,shoewrld,3
abbygstorey,chloebateman,1
abbygstorey,emdoshoian,1
abbygstorey,bethanyraexo,1
abbygstorey,darkacademiia,1
abbygstorey,morgjensenn,1
abbygstorey,coutureculttt,2
abbygstorey,yankeeebabyy,1
abbygstorey,heylululemon,1
abbygstorey,elizabethann,2
abbygstorey,oliviamesslerr,1
abbygstorey,-yash-chouhan-,1
abbygstorey,caromanningg,2
abbygstorey,everythinggood,15
abbygstorey,marieliroy,1
abbygstorey,sunshineelife,1
abbygstorey,judygartner,5
abbygstorey,irelandhennessy,1
abbygstorey,its-amood,1
abbygstorey,girlyvscothingss,4
abbygstorey,adamssjulianna,1
abbygstorey,anikamcgarity,1
abbygstorey,bqpb,1
abbygstorey,angeldreaming,1
abbygstorey,relate-mood,20
abbygstorey,haileydale,1
abbygstorey,laurenmaiale,1
abbygstorey,taurus222,1
abbygstorey,amberjudge,1
abbygstorey,melanielockee,5
abbygstorey,tamynguyenn,1
abbygstorey,living-happily,1
abbygstorey,dijellza,1
abbygstorey,kennlein,1
abbygstorey,kkkrupa,1
abbygstorey,emmaelizzzabethh,1
abbygstorey,tabithamoyer,1
abbygstorey,fallinginlovewithlife,43
abbygstorey,strawberry-poptarts,1
abbygstorey,wrlshawty,1
abbygstorey,inbare,1
abbygstorey,commonxsense,1
abbygstorey,sabrinacaramico,1
abbygstorey,israatan,1
abbygstorey,emnamarie,2
abbygstorey,livmanni,1
abbygstorey,ktfinkel,1
abbygstorey,ocean-frank,3
abbygstorey,middleofthesky,1
abbygstorey,annacatherinepandos,1
abbygstorey,vscois4thegirlz,2
abbygstorey,serendipityspursuit,2
abbygstorey,classsychick,1
abbygstorey,vscoforteens,2
abbygstorey,tylertwomey,1
abbygstorey,laduesing,1
abbygstorey,s1ndhu,1
abbygstorey,carolineboehringer,1
abbygstorey,rachelmackinnonn,1
abbygstorey,bestvscovibes,1
abbygstorey,morgswarner,1
abbygstorey,aberna02,1
abbygstorey,sydneyserenavsco,1
